tRNA_name	gtRNADB_ID	HGNC_symbol	Legacy_ID	Alignment
trna25_AlaAGC_6_+_26751918_26751990	tRNA-Ala-AGC-21-1	TRA-AGC21-1	chr6.trna25-AlaAGC	View fragment on tRNA
trna87_AlaAGC_1_-_150017382_150017452	tRNA-Ala-AGC-20-1	TRA-AGC20-1	chr1.trna87-AlaAGC	View fragment on tRNA
trna101_AlaAGC_6_-_28831462_28831533	tRNA-Ala-AGC-2-2	TRA-AGC2-2	chr6.trna101-AlaAGC	View fragment on tRNA
trna102_AlaAGC_6_-_28806221_28806292	tRNA-Ala-AGC-2-1	TRA-AGC2-1	chr6.trna102-AlaAGC	View fragment on tRNA
trna94_AlaAGC_6_-_58142589_58142661	tRNA-Ala-AGC-19-1	TRA-AGC19-1	chr6.trna94-AlaAGC	View fragment on tRNA
trna160_AlaAGC_6_-_26773771_26773843	tRNA-Ala-AGC-18-2	TRA-AGC18-2	chr6.trna160-AlaAGC	View fragment on tRNA
trna23_AlaAGC_6_+_26728256_26728328	tRNA-Ala-AGC-18-1	TRA-AGC18-1	chr6.trna23-AlaAGC	View fragment on tRNA
trna90_AlaAGC_6_-_58187444_58187516	tRNA-Ala-AGC-17-1	TRA-AGC17-1	chr6.trna90-AlaAGC	View fragment on tRNA
trna89_AlaAGC_6_-_58196623_58196695	tRNA-Ala-AGC-16-1	TRA-AGC16-1	chr6.trna89-AlaAGC	View fragment on tRNA
trna9_AlaAGC_14_+_89445442_89445514	tRNA-Ala-AGC-15-1	TRA-AGC15-1	chr14.trna9-AlaAGC	View fragment on tRNA
trna18_AlaAGC_6_+_26673590_26673662	tRNA-Ala-AGC-14-1	TRA-AGC14-1	chr6.trna18-AlaAGC	View fragment on tRNA
trna93_AlaAGC_6_-_58164628_58164700	tRNA-Ala-AGC-13-2	TRA-AGC13-2	chr6.trna93-AlaAGC	View fragment on tRNA
trna22_AlaAGC_6_+_26705606_26705678	tRNA-Ala-AGC-13-1	TRA-AGC13-1	chr6.trna22-AlaAGC	View fragment on tRNA
trna91_AlaAGC_6_-_58182679_58182751	tRNA-Ala-AGC-12-3	TRA-AGC12-3	chr6.trna91-AlaAGC	View fragment on tRNA
trna159_AlaAGC_6_-_26796006_26796078	tRNA-Ala-AGC-12-2	TRA-AGC12-2	chr6.trna159-AlaAGC	View fragment on tRNA
trna19_AlaAGC_6_+_26682715_26682787	tRNA-Ala-AGC-12-1	TRA-AGC12-1	chr6.trna19-AlaAGC	View fragment on tRNA
trna166_AlaAGC_6_-_26572092_26572164	tRNA-Ala-AGC-11-1	TRA-AGC11-1	chr6.trna166-AlaAGC	View fragment on tRNA
trna20_AlaAGC_6_+_26687485_26687557	tRNA-Ala-AGC-10-1	TRA-AGC10-1	chr6.trna20-AlaAGC	View fragment on tRNA
trna108_AlaAGC_6_-_28763741_28763812	tRNA-Ala-AGC-1-1	TRA-AGC1-1	chr6.trna108-AlaAGC	View fragment on tRNA
trna5_SupTTA_4_-_7325838_7325909	tRNA-Sup-TTA-3-1	TR*-TTA3-1	chr4.trna5-SupTTA	View fragment on tRNA
trna1_SupTTA_21_+_15926516_15926586	tRNA-Sup-TTA-2-1	TR*-TTA2-1	chr21.trna1-SupTTA	View fragment on tRNA
trna17_SupTTA_17_+_58863593_58863663	tRNA-Sup-TTA-1-1	TR*-TTA1-1	chr17.trna17-SupTTA	View fragment on tRNA
trna11_SupCTA_14_-_78700838_78700910	tRNA-Sup-CTA-3-1	TR*-CTA3-1	chr14.trna11-SupCTA	View fragment on tRNA
trna1_SupCTA_3_+_13833886_13833953	tRNA-Sup-CTA-2-1	TR*-CTA2-1	chr3.trna1-SupCTA	View fragment on tRNA
trna11_SupCTA_17_+_15408685_15408758	tRNA-Sup-CTA-1-1	TR*-CTA1-1	chr17.trna11-SupCTA	View fragment on tRNA
trna86_ValTAC_6_-_156869046_156869120	nmt-tRNA-Val-TAC-1-1	NMTRV-TAC1-1	chr6.trna86-ValTAC	View fragment on tRNA
trna32_SerTGA_17_-_22028179_22028247	nmt-tRNA-Ser-TGA-3-1	NMTRS-TGA3-1	chr17.trna32-SerTGA	View fragment on tRNA
trna10_SerTGA_2_+_132140142_132140211	nmt-tRNA-Ser-TGA-2-1	NMTRS-TGA2-1	chr2.trna10-SerTGA	View fragment on tRNA
trna21_SerTGA_2_-_131033024_131033093	nmt-tRNA-Ser-TGA-1-1	NMTRS-TGA1-1	chr2.trna21-SerTGA	View fragment on tRNA
trna11_GlnTTG_2_+_132143133_132143204	nmt-tRNA-Gln-TTG-9-1	NMTRQ-TTG9-1	chr2.trna11-GlnTTG	View fragment on tRNA
trna1_GlnTTG_Y_-_8240140_8240214	nmt-tRNA-Gln-TTG-8-1	NMTRQ-TTG8-1	chrY.trna1-GlnTTG	View fragment on tRNA
trna22_GlnTTG_2_-_131029911_131029982	nmt-tRNA-Gln-TTG-7-1	NMTRQ-TTG7-1	chr2.trna22-GlnTTG	View fragment on tRNA
trna16_GlnTTG_12_-_50211190_50211264	nmt-tRNA-Gln-TTG-6-1	NMTRQ-TTG6-1	chr12.trna16-GlnTTG	View fragment on tRNA
trna14_GlnTTG_16_+_3419813_3419884	nmt-tRNA-Gln-TTG-5-1	NMTRQ-TTG5-1	chr16.trna14-GlnTTG	View fragment on tRNA
trna9_GlnTTG_3_-_106620878_106620949	nmt-tRNA-Gln-TTG-4-1	NMTRQ-TTG4-1	chr3.trna9-GlnTTG	View fragment on tRNA
trna23_GlnTTG_2_-_117782509_117782580	nmt-tRNA-Gln-TTG-3-1	NMTRQ-TTG3-1	chr2.trna23-GlnTTG	View fragment on tRNA
trna4_GlnTTG_7_+_141503357_141503428	nmt-tRNA-Gln-TTG-2-1	NMTRQ-TTG2-1	chr7.trna4-GlnTTG	View fragment on tRNA
trna1_GlnTTG_4_+_156383888_156383959	nmt-tRNA-Gln-TTG-15-1	NMTRQ-TTG15-1	chr4.trna1-GlnTTG	View fragment on tRNA
trna8_GlnTTG_9_-_5095085_5095156	nmt-tRNA-Gln-TTG-14-1	NMTRQ-TTG14-1	chr9.trna8-GlnTTG	View fragment on tRNA
trna26_GlnTTG_7_-_57253980_57254051	nmt-tRNA-Gln-TTG-13-1	NMTRQ-TTG13-1	chr7.trna26-GlnTTG	View fragment on tRNA
trna33_GlnTTG_17_-_19506587_19506658	nmt-tRNA-Gln-TTG-12-1	NMTRQ-TTG12-1	chr17.trna33-GlnTTG	View fragment on tRNA
trna14_GlnTTG_8_-_32872646_32872717	nmt-tRNA-Gln-TTG-11-1	NMTRQ-TTG11-1	chr8.trna14-GlnTTG	View fragment on tRNA
trna6_GlnTTG_13_-_36639747_36639818	nmt-tRNA-Gln-TTG-10-1	NMTRQ-TTG10-1	chr13.trna6-GlnTTG	View fragment on tRNA
trna1_GlnTTG_X_+_55206666_55206737	nmt-tRNA-Gln-TTG-1-1	NMTRQ-TTG1-1	chrX.trna1-GlnTTG	View fragment on tRNA
trna5_GlnCTG_10_-_20036608_20036682	nmt-tRNA-Gln-CTG-1-1	NMTRQ-CTG1-1	chr10.trna5-GlnCTG	View fragment on tRNA
trna57_ProTGG_1_+_238105862_238105933	nmt-tRNA-Pro-TGG-1-1	NMTRP-TGG1-1	chr1.trna57-ProTGG	View fragment on tRNA
trna13_LeuTAA_8_-_47740038_47740112	nmt-tRNA-Leu-TAA-6-1	NMTRL-TAA6-1	chr8.trna13-LeuTAA	View fragment on tRNA
trna4_LeuTAA_20_-_55933428_55933502	nmt-tRNA-Leu-TAA-5-1	NMTRL-TAA5-1	chr20.trna4-LeuTAA	View fragment on tRNA
trna2_LeuTAA_X_-_55207755_55207829	nmt-tRNA-Leu-TAA-4-1	NMTRL-TAA4-1	chrX.trna2-LeuTAA	View fragment on tRNA
trna60_LeuTAA_1_-_238106956_238107030	nmt-tRNA-Leu-TAA-3-1	NMTRL-TAA3-1	chr1.trna60-LeuTAA	View fragment on tRNA
trna9_LeuTAA_2_+_117781417_117781491	nmt-tRNA-Leu-TAA-2-1	NMTRL-TAA2-1	chr2.trna9-LeuTAA	View fragment on tRNA
trna2_LeuTAA_4_-_156384978_156385052	nmt-tRNA-Leu-TAA-1-1	NMTRL-TAA1-1	chr4.trna2-LeuTAA	View fragment on tRNA
